Time,x,y,z,vx,vy,vz
12.85,-2146362.00523906,2756221.61958035,-243628.960446702,-3490.69099837139,-4697.41228247637,-212.725409611559
12.9,-2146536.54194491,2755986.74093156,-243639.596654392,-3490.49365186994,-4697.3606503663,-212.706458643741
12.95,-2146711.07543874,2755751.85596193,-243650.232248274,-3490.60509537638,-4697.71978687552,-212.703487039994
13,-2146885.6048651,2755516.96586682,-243660.867171574,-3490.47016035293,-4697.74926503407,-212.686849202856
13.05,-2147060.13106059,2755282.06966018,-243671.501478723,-3490.52046036036,-4698.02502303959,-212.68207174013
13.1,-2147234.65317973,2755047.16830272,-243682.135172396,-3490.33599635766,-4697.99133349864,-212.663928003023
13.15,-2147409.17182031,2754812.26111576,-243692.768287937,-3490.38757109978,-4698.26737604956,-212.659416933731
13.2,-2147583.6864549,2754577.34877735,-243703.400798397,-3490.30079844102,-4698.36131404369,-212.646862574166
13.25,-2147758.19756754,2754342.43053693,-243714.032706587,-3490.22509771596,-4698.47495844614,-212.633867826997
13.3,-2147932.70533609,2754107.50617528,-243724.664009676,-3490.08994472035,-4698.50523467642,-212.618437453877
13.35,-2148107.20922671,2753872.57650828,-243735.294700281,-3489.9533004557,-4698.53510363231,-212.603008016732
13.4,-2148281.70902275,2753637.64173555,-243745.924741506,-3489.94212183031,-4698.7279960468,-212.592731882004
13.45,-2148456.20526835,2753402.70125812,-243756.554141164,-3489.79308110713,-4698.74000902439,-212.576580234069
13.5,-2148630.69833164,2753167.75455434,-243767.182978235,-3489.8560267237,-4699.03363223974,-212.572605946936
13.55,-2148805.18725133,2752932.80273571,-243777.811188393,-3489.65815247986,-4698.98401313036,-212.552583704815
13.6,-2148979.67289458,2752697.84472391,-243788.43878928,-3489.70958661424,-4699.26006010722,-212.547977950927
13.65,-2149154.15410499,2752462.88212241,-243799.06575756,-3489.62121464875,-4699.35356642628,-212.53524073171
13.7,-2149328.63217028,2752227.91313556,-243809.692163021,-3489.43670427627,-4699.3200523867,-212.517178229171
13.75,-2149503.10650752,2751992.93862648,-243820.317976958,-3489.48788909442,-4699.59582832277,-212.512614551875
13.8,-2149677.57724907,2751757.95846456,-243830.943141161,-3489.30250656736,-4699.56094975469,-212.492148889739
13.85,-2149852.04387464,2751522.97320551,-243841.567644559,-3489.2289894686,-4699.6751587333,-212.479212950836
13.9,-2150026.50680665,2751287.98228938,-243852.191505917,-3489.15577346879,-4699.78726820341,-212.467629138355
13.95,-2150200.96651114,2751052.98514347,-243862.814805113,-3489.08034986904,-4699.89887863412,-212.455634873525
14,-2150375.42266762,2750817.98216737,-243873.437520859,-3488.99330093039,-4699.99271496063,-212.443056952587
14.05,-2150549.87468617,2750582.97421554,-243884.059620885,-3488.98237444701,-4700.18685415671,-212.434891073398
14.1,-2150724.32288681,2750347.96080132,-243894.681118435,-3488.8311316077,-4700.19766094584,-212.417262464947
14.15,-2150898.76762623,2750112.94151068,-243905.301978762,-3488.89616804632,-4700.4913852699,-212.412783255953
14.2,-2151073.20840767,2749877.91700299,-243915.922197188,-3488.82256639775,-4700.60552007217,-212.399792569377
14.25,-2151247.64596172,2749642.88612767,-243926.541786953,-3488.68485896346,-4700.63514237754,-212.38420734435
14.3,-2151422.07956617,2749407.84999576,-243937.160772522,-3488.53568084584,-4700.64719142447,-212.367946148484
14.35,-2151596.5094411,2749172.8083372,-243947.779165658,-3488.47473065213,-4700.77717084764,-212.356998256276
14.4,-2151770.93543304,2748937.76124929,-243958.396955681,-3488.52483340724,-4701.05287963495,-212.35234718246
14.45,-2151945.35795218,2748702.7082908,-243969.014169056,-3488.38939059011,-4701.08316639926,-212.337019888735
14.5,-2152119.77669954,2748467.64985218,-243979.630782791,-3488.30023657135,-4701.17576838465,-212.322884241907
14.55,-2152294.191833,2748232.58563229,-243990.246688442,-3488.30252978108,-4701.39011682248,-212.314265069878
14.6,-2152468.60300559,2747997.51614122,-244000.861953107,-3488.180959199,-4701.43812237547,-212.299055721563
14.65,-2152643.0106425,2747762.44082586,-244011.47663345,-3488.29173753604,-4701.79541891557,-212.297870380415
14.7,-2152817.41453212,2747527.35993507,-244022.090720718,-3488.03204485976,-4701.66192295565,-212.275267120478
14.75,-2152991.8146057,2747292.27363185,-244032.704208606,-3488.00687535128,-4701.83760134,-212.266240868635
14.8,-2153166.21122101,2747057.18135683,-244043.317118612,-3487.80693790111,-4701.78538397431,-212.247117385215
14.85,-2153340.60405859,2746822.08357794,-244053.929430064,-3487.85773910539,-4702.06128688822,-212.242501052747
14.9,-2153514.99301114,2746586.98048047,-244064.54109078,-3487.72196764136,-4702.09316094972,-212.225214710706
14.95,-2153689.37830097,2746351.87157695,-244075.152091255,-3487.63271059979,-4702.18590999325,-212.211208187675
15,-2153863.76005472,2746116.75689277,-244085.762470758,-3487.63511775955,-4702.39802473482,-212.203759271935
15.05,-2154038.13777456,2745881.63706062,-244096.372239507,-3487.55936810256,-4702.50959448708,-212.191806825023
15.1,-2154212.5123892,2745646.51077759,-244106.981448031,-3487.4858035382,-4702.62174230066,-212.180093548005
15.15,-2154386.88242747,2745411.38008136,-244117.590014898,-3487.39846525597,-4702.71550951003,-212.167448220071
15.2,-2154561.24957516,2745176.24265063,-244128.198026319,-3487.33647378827,-4702.84525983194,-212.156234123405
15.25,-2154735.61239983,2744941.10044062,-244138.805416642,-3487.26292173784,-4702.95737228922,-212.144502392859
15.3,-2154909.9714293,2744705.95275031,-244149.41216604,-3487.07764012858,-4702.92461540278,-212.12299098275
15.35,-2155084.32735991,2744470.7985443,-244160.018244364,-3487.06526458663,-4703.11837292957,-212.114778916994
15.4,-2155258.67912387,2744235.63937635,-244170.623705272,-3487.0536455201,-4703.31227705211,-212.106537481367
15.45,-2155433.0274327,2744000.47426901,-244181.228588354,-3486.85366554316,-4703.26010474643,-212.087410112461
15.5,-2155607.37157026,2743765.30411174,-244191.832849527,-3486.76632019493,-4703.35395079369,-212.074605874571
15.55,-2155781.71259231,2743530.12761296,-244202.436553754,-3486.81670951994,-4703.62969596536,-212.07011131908
15.6,-2155956.04945166,2743294.94608151,-244213.03963818,-3486.6166504887,-4703.57750511277,-212.051006833322
15.65,-2156130.38277001,2743059.75871058,-244223.642118508,-3486.66758923102,-4703.85239319534,-212.044332033581
15.7,-2156304.71211203,2742824.56612099,-244234.243901474,-3486.59113273876,-4703.96576710878,-212.03112541621
15.75,-2156479.0380103,2742589.36742277,-244244.845058618,-3486.39345333298,-4703.91422403792,-212.012151956154
15.8,-2156653.3601443,2742354.16323717,-244255.445617846,-3486.42997639498,-4704.17169456913,-212.006598549172
15.85,-2156827.67859765,2742118.95337334,-244266.045587443,-3486.2436681265,-4704.13782926429,-211.988500250819
15.9,-2157001.99291041,2741883.73844852,-244276.644937949,-3486.23203218678,-4704.331803485,-211.980188580284
15.95,-2157176.30366399,2741648.51774291,-244287.243707713,-3486.09481430287,-4704.36157514517,-211.964543108808
16,-2157350.6110205,2741413.29092732,-244297.841899021,-3486.13042639777,-4704.61888105151,-211.958997055108
16.05,-2157524.9143478,2741178.05902195,-244308.439395145,-3485.94685383006,-4704.5844862378,-211.938909842483
16.1,-2157699.21449112,2740942.82083332,-244319.036308641,-3485.8845726787,-4704.71417954402,-211.927671062974
16.15,-2157873.50998232,2740707.57815754,-244329.632544664,-3485.8104138135,-4704.82834507774,-211.914612282783
16.2,-2158047.80216579,2740472.32930099,-244340.228185748,-3485.72128144113,-4704.92170118056,-211.901893699178
16.25,-2158222.09061836,2740237.07477931,-244350.823231486,-3485.77061305423,-4705.19727211892,-211.89712310864
16.3,-2158396.37577526,2740001.81412326,-244361.417709676,-3485.69656887496,-4705.30920182331,-211.885470126461
16.35,-2158570.65652285,2739766.54875029,-244372.011542334,-3485.62070900613,-4705.42038359287,-211.872547471867
16.4,-2158744.93369867,2739531.2776195,-244382.604724285,-3485.42306720597,-4705.368089268,-211.852416489629
16.45,-2158919.20728756,2739296.00075649,-244393.197294848,-3485.45935590284,-4705.6256090329,-211.846888972251
16.5,-2159093.47714729,2739060.71821744,-244403.789268903,-3485.27305922,-4705.59168132894,-211.82849048884
16.55,-2159267.74313284,2738825.43031808,-244414.380637937,-3485.2610322604,-4705.78554151957,-211.820286779743
16.6,-2159442.00552812,2738590.13655899,-244424.97142052,-3485.24670640226,-4705.97882311313,-211.811911592792
16.65,-2159616.26372168,2738354.83777999,-244435.561555319,-3485.22049791791,-4706.15637419767,-211.801641267373
16.7,-2159790.51836088,2738119.533133,-244446.151075607,-3485.09632142259,-4706.20355170293,-211.785558243944
16.75,-2159964.76966646,2737884.22237288,-244456.739923349,-3484.96068394047,-4706.23356594114,-211.769386110404
16.8,-2160139.01691682,2737648.90649264,-244467.328155875,-3484.96222119558,-4706.44540950471,-211.761888301024
16.85,-2160313.26052485,2737413.58480522,-244477.915799294,-3484.74832703051,-4706.3751596675,-211.741992344638
16.9,-2160487.50017815,2737178.2578505,-244488.502834562,-3484.81195135949,-4706.66900345369,-211.738003042392
16.95,-2160661.73636563,2736942.92491186,-244499.089290396,-3484.61170935687,-4706.6167933546,-211.718869660258
17,-2160835.96852982,2736707.58673145,-244509.675136881,-3484.58588040079,-4706.79251655025,-211.709770939246
17.05,-2161010.19723242,2736472.24261173,-244520.260390951,-3484.57137122996,-4706.98574956014,-211.701357856419
17.1,-2161184.42196754,2736236.89321939,-244530.844951125,-3484.49773508578,-4707.09664570548,-211.687377075467
17.15,-2161358.64262222,2736001.53873462,-244541.428887919,-3484.42358087215,-4707.20860452176,-211.675529722226
17.2,-2161532.86016213,2735766.17774109,-244552.012268166,-3484.28527768843,-4707.23818678089,-211.659895808043
17.25,-2161707.07379035,2735530.81138206,-244562.595024413,-3484.14889763895,-4707.27071656118,-211.643456313013
17.3,-2161881.28342271,2735295.43962271,-244573.177132822,-3484.12045887466,-4707.44552588892,-211.634178707787
17.35,-2162055.48926008,2735060.06234155,-244583.758641692,-3483.99825323537,-4707.49409447513,-211.619547910356
17.4,-2162229.69168044,2734824.67905729,-244594.339552795,-3483.98405367378,-4707.68612557464,-211.609002733693
17.45,-2162403.89002159,2734589.29063546,-244604.919767785,-3483.84805956669,-4707.71647687001,-211.593558717845
17.5,-2162578.08504423,2734353.8960838,-244615.49941151,-3483.88233329914,-4707.97346210118,-211.58801900935
17.55,-2162752.27591626,2734118.49641011,-244626.078431967,-3483.69723127321,-4707.93987191482,-211.569781872948
17.6,-2162926.46341628,2733883.09066081,-244636.656882005,-3483.75823892852,-4708.23303903998,-211.565672262374
17.65,-2163100.64653396,2733647.68009363,-244647.234696939,-3483.56023126869,-4708.18153594643,-211.546662950725
17.7,-2163274.82650029,2733412.26318403,-244657.811950613,-3483.59611854839,-4708.43813018593,-211.539863173894
17.75,-2163449.00235722,2733176.84114516,-244668.388526786,-3483.51971681269,-4708.54917296523,-211.527091114661
17.8,-2163623.17431692,2732941.41375945,-244678.964453329,-3483.44532319246,-4708.6610855249,-211.51524738409
17.85,-2163797.34291933,2732705.98022635,-244689.539809787,-3483.36884921644,-4708.77247170216,-211.502994075804
17.9,-2163971.50748236,2732470.54147755,-244700.114550417,-3483.17078960044,-4708.72093556141,-211.484085756097
17.95,-2164145.66828704,2732235.09710726,-244710.688695534,-3483.09405979518,-4708.8323534323,-211.472206414859
18,-2164319.82512825,2731999.64740012,-244721.262234205,-3483.01981336605,-4708.9444105016,-211.460304474359
18.05,-2164493.97873254,2731764.19134481,-244731.835170414,-3483.06630400572,-4709.22126908069,-211.454200401047
18.1,-2164668.1281921,2731528.73020487,-244742.407369008,-3482.86874396191,-4709.16870999383,-211.433132920067
18.15,-2164842.27404407,2731293.26330996,-244752.978973334,-3482.90186585384,-4709.42532965149,-211.42737271323
18.2,-2165016.41576313,2731057.79123705,-244763.549960618,-3482.8412010347,-4709.55543814948,-211.416248234646
18.25,-2165190.55414142,2730822.31305856,-244774.120373336,-3482.6409042542,-4709.50347836764,-211.397117460384
18.3,-2165364.68860998,2730586.82941389,-244784.690181388,-3482.70381346828,-4709.79710390287,-211.393175087546
18.35,-2165538.81939838,2730351.34011576,-244795.259397432,-3482.49203089291,-4709.72742003193,-211.373320280805
18.4,-2165712.94605008,2730115.8456789,-244805.827979781,-3482.42943702614,-4709.85590062079,-211.360075543842
18.45,-2165887.06937468,2729880.34516149,-244816.395899589,-3482.33967369177,-4709.94933975805,-211.347411714803
18.5,-2166061.18860472,2729644.83941548,-244826.963203691,-3482.32618473833,-4710.1428052827,-211.338917140349
18.55,-2166235.30417872,2729409.3279818,-244837.529914696,-3482.06490353521,-4710.00916808427,-211.31619391975
18.6,-2166409.41609956,2729173.81073224,-244848.096036822,-3482.17484079211,-4710.36615927071,-211.314942527444
18.65,-2166583.52373619,2728938.28861583,-244858.661532262,-3482.03845223973,-4710.39633225835,-211.299495651211
18.7,-2166757.62823648,2728702.76002746,-244869.22646628,-3482.0850187879,-4710.67109382304,-211.294691781981
18.75,-2166931.72846859,2728467.22659887,-244879.790679603,-3482.01093560025,-4710.78213049048,-211.280682482043
18.8,-2167105.82551288,2728231.68676047,-244890.354317065,-3481.9203082422,-4710.87516966509,-211.267704847368
18.85,-2167279.91814396,2727996.14220023,-244900.917321976,-3481.85795708246,-4711.00493811876,-211.256622300764
18.9,-2167454.00711833,2727760.59183992,-244911.479734274,-3481.65906465141,-4710.95330084754,-211.237559922195
18.95,-2167628.09248749,2727525.03569663,-244922.041561456,-3481.70779442891,-4711.22861016708,-211.232789540247
19,-2167802.17401948,2727289.47402033,-244932.602773657,-3481.55539404713,-4711.24008951773,-211.216351869418
19.05,-2167976.25157315,2727053.90708022,-244943.163323303,-3481.44684519592,-4711.30551995136,-211.200409912479
19.1,-2168150.32579005,2726818.33393857,-244953.723270131,-3481.49343701576,-4711.58049933729,-211.195532283165
19.15,-2168324.39557556,2726582.75610166,-244964.282572153,-3481.35465960631,-4711.6100378475,-211.179858137069
19.2,-2168498.46206636,2726347.17196363,-244974.84130473,-3481.4512579345,-4711.948861348,-211.17786856127
19.25,-2168672.5247201,2726111.58235369,-244985.399433685,-3481.25083869635,-4711.89669574745,-211.158659055904
19.3,-2168846.58321026,2725875.98760091,-244995.956941083,-3481.17635027688,-4712.00801763512,-211.145473871458
19.35,-2169020.63831308,2725640.38679863,-245006.513823977,-3480.97607944324,-4711.9555496873,-211.125568861718
19.4,-2169194.68933826,2725404.7808025,-245017.07004835,-3481.02465985986,-4712.23089918814,-211.120713967915
19.45,-2169368.73678846,2725169.16893459,-245027.625674561,-3480.82422034708,-4712.17883354904,-211.101560765275
19.5,-2169542.78010951,2724933.5519125,-245038.180686706,-3480.74946471597,-4712.29076350109,-211.089625393019
19.55,-2169716.82017042,2724697.92860087,-245048.735125569,-3480.79565558335,-4712.56543701591,-211.084609035462
19.6,-2169890.85590487,2724462.30041088,-245059.288936151,-3480.7208528966,-4712.67737261135,-211.072612773366
19.65,-2170064.88822659,2724226.66611195,-245069.84214546,-3480.62991539656,-4712.77051467934,-211.059927527212
19.7,-2170238.91651483,2723991.02663618,-245080.394670072,-3480.44590233065,-4712.73619006138,-211.039630668457
19.75,-2170412.94105191,2723755.38146967,-245090.946589439,-3480.36878543771,-4712.84751434996,-211.027506515119
19.8,-2170586.96180734,2723519.73073417,-245101.497909109,-3480.30533602061,-4712.97706089078,-211.016202862397
19.85,-2170760.97876418,2723284.07435722,-245112.048631951,-3480.33995268218,-4713.23406880456,-211.01064738604
19.9,-2170934.99196843,2723048.41237462,-245122.59875553,-3480.21469995706,-4713.28184896051,-210.995926085333
19.95,-2171109.00120685,2722812.74500157,-245133.14824994,-3480.20185783423,-4713.47431133205,-210.985362855941
20,-2171283.00685145,2722577.07185109,-245143.697072868,-3479.98766518594,-4713.40415775125,-210.965439435931
20.05,-2171457.00835759,2722341.39354993,-245154.245277168,-3479.91269164177,-4713.5161065569,-210.953561734347
20.1,-2171631.00651379,2722105.70905283,-245164.792906181,-3479.95858965769,-4713.79054740498,-210.94854286636
20.15,-2171805.00033384,2721870.01969207,-245175.339904441,-3479.75896530637,-4713.73891696709,-210.929526432503
20.2,-2171978.99086143,2721634.32400236,-245185.886326152,-3479.80627579124,-4714.01385644613,-210.924596857787
20.25,-2172152.97712385,2721398.62339616,-245196.432108669,-3479.72939699012,-4714.12397632796,-210.910373449311
20.3,-2172326.95970165,2721162.91705262,-245206.977226332,-3479.65430419187,-4714.23589418662,-210.898540885023
20.35,-2172500.93875564,2720927.20477472,-245217.521750332,-3479.576897012,-4714.34701929682,-210.886386600411
